Color,Rating,Opponent,Opponent_rating,Result,Opening,Moves,Year
Black,2775,Magnus Carlsen,2881,Draw,                                                                                                              Scotch Game,62,2014
Black,2789,Leinier Dominguez Perez,2754,Draw,                                                                                                              Ruy López Opening,42,2014
Black,2775,Matthew D Sadler,2658,Draw,                                                                                                              Caro-Kann Defense,61,2014
Black,2787,Fabiano Caruana,2801,Draw,                                                                                                              Ruy López Opening,55,2014
Black,2764,Maxime Vachier-Lagrave,2757,Draw,                                                                                                              Ruy López Opening,30,2014
Black,2764,Teimour Radjabov,2726,Draw,                                                                                                              King's Indian Defense,30,2014
Black,2764,Sergey Karjakin,2767,Draw,                                                                                                              King's Indian Defense,26,2014
Black,2775,James R Adair,2428,Win,                                                                                                              Scandinavian Defense,43,2014
Black,2764,Boris Gelfand,2748,Draw,                                                                                                              Dutch Defense,31,2014
Black,2789,Levon Aronian,2812,Loss,                                                                                                              King's Indian Defense,44,2014
Black,2775,Anton Korobov,2680,Win,                                                                                                              Slav Defense,28,2014
Black,2789,Boris Gelfand,2777,Loss,                                                                                                              Queen's Gambit Accepted,60,2014
Black,2772,Guido Caprio,2426,Win,                                                                                                              King's Indian Defense,121,2014
Black,2775,Levon Aronian,2815,Loss,                                                                                                              Queen's Gambit Accepted,70,2014
Black,2775,Alexander Morozevich,2731,Win,                                                                                                              Sicilian Defense,67,2014
Black,2775,Sergei Yudin,2546,Loss,                                                                                                              French Defense,111,2014
Black,2775,Le Quang Liem,2712,Loss,                                                                                                              Trompowsky Attack,31,2014
Black,2775,Vladimir Potkin,2621,Draw,                                                                                                              Queen's Gambit Accepted,121,2014
Black,2775,Fabiano Caruana,2829,Win,                                                                                                              Sicilian Defense,48,2014
Black,2787,Veselin Topalov,2772,Loss,                                                                                                              Ruy López Opening,37,2014
Black,2764,Alexander Grischuk,2797,Draw,                                                                                                              English Opening,48,2014
Black,2787,Kenny Solomon,2378,Win,                                                                                                              Queen's Gambit Declined,47,2014
Black,2789,Pentala Harikrishna,2706,Loss,                                                                                                              Sicilian Defense,33,2014
Black,2789,Levon Aronian,2812,Loss,                                                                                                              English Opening,45,2014
Black,2775,Alexander Riazantsev,2692,Win,                                                                                                              Indian Game,45,2014
Black,2789,Wesley So,2719,Draw,                                                                                                              English Opening,27,2014
Black,2787,Anton Kovalyov,2622,Draw,                                                                                                              Queen's Gambit Declined,63,2014
Black,2764,Dmitry Andreikin,2722,Win,                                                                                                              Dutch Defense,48,2014
Black,2775,Ian Nepomniachtchi,2730,Win,                                                                                                              French Defense,40,2014
Black,2767,Levon Aronian,2797,Draw,                                                                                                              King's Indian Attack,33,2014
Black,2767,Levon Aronian,2797,Loss,                                                                                                              King's Indian Attack,53,2014
Black,2787,Shakhriyar Mamedyarov,2743,Loss,                                                                                                              Slav Defense,42,2014
Black,2787,Levon Aronian,2805,Draw,                                                                                                              Slav Defense,40,2014
Black,2775,Vladimir Kramnik,2769,Loss,                                                                                                              King's Indian Defense,41,2014
Black,2764,Shakhriyar Mamedyarov,2764,Draw,                                                                                                              Queen's Gambit Declined,34,2014
Black,2789,Viswanathan Anand,2773,Draw,                                                                                                              French Defense,39,2014
Black,2789,Fabiano Caruana,2782,Win,                                                                                                              Sicilian Defense,47,2014
Black,2775,David Navara,2724,Win,                                                                                                              King's Indian Defense,46,2014
Black,2775,David Navara,2724,Draw,                                                                                                              King's Indian Defense,48,2014
Black,2776,Fabiano Caruana,2781,Loss,                                                                                                              Benoni Defense,44,2014
Black,2775,Eduardo Iturrizaga Bonelli,2653,Loss,                                                                                                              English Opening,49,2014
Black,2776,Boris Gelfand,2761,Win,                                                                                                              Dutch Defense,49,2014
Black,2787,Peter Leko,2740,Draw,                                                                                                              French Defense,59,2014
Black,2776,Magnus Carlsen,2872,Draw,                                                                                                              Sicilian Defense,70,2014
Black,2782,Maxim Rodshtein,2678,Win,                                                                                                              English Opening,57,2014
Black,2789,Viswanathan Anand,2773,Win,                                                                                                              Ruy López Opening,36,2014
Black,2767,Levon Aronian,2797,Loss,                                                                                                              English Opening,50,2014
Black,2789,Richard Rapport,2691,Win,                                                                                                              Réti Opening,32,2014
Black,2767,Levon Aronian,2797,Draw,                                                                                                              English Opening,30,2014
Black,2775,Fabiano Caruana,2829,Win,                                                                                                              Réti Opening,41,2014
Black,2775,Viswanathan Anand,2793,Loss,                                                                                                              Sicilian Defense,40,2014
Black,2775,Alexander Morozevich,2731,Win,                                                                                                              Dutch Defense,55,2014
Black,2789,Boris Gelfand,2777,Loss,                                                                                                              Queen's Gambit Accepted,60,2014
White,2772,Shakhriyar Mamedyarov,2760,Win,                                                                                                              Caro-Kann Defense,33,2014
White,2764,Anish Giri,2768,Draw,                                                                                                              Nimzo-Indian Defense,79,2014
White,2767,Levon Aronian,2797,Draw,                                                                                                              King's Indian Defense,35,2014
White,2775,David Navara,2724,Win,                                                                                                              Slav Defense,78,2014
White,2789,Anish Giri,2734,Draw,                                                                                                              English Opening,39,2014
White,2775,Fabiano Caruana,2829,Win,                                                                                                              Nimzowitsch-Larsen Attack,23,2014
White,2776,Viswanathan Anand,2773,Win,                                                                                                              Nimzowitsch-Larsen Attack,26,2014
White,2775,Teimour Radjabov,2724,Loss,                                                                                                              Nimzo-Indian Defense,33,2014
White,2775,David Navara,2724,Win,                                                                                                              Semi-Slav Defense,46,2014
White,2775,Viswanathan Anand,2793,Win,                                                                                                              Nimzowitsch-Larsen Attack,48,2014
White,2764,Leinier Dominguez Perez,2751,Draw,                                                                                                              English Opening,56,2014
White,2767,Levon Aronian,2797,Win,                                                                                                              Queen's Gambit Declined,48,2014
White,2787,Fabiano Caruana,2801,Loss,                                                                                                              Slav Defense,67,2014
White,2789,Magnus Carlsen,2872,Loss,                                                                                                              Four Knights Game,40,2014
White,2775,Michael Adams,2745,Draw,                                                                                                              King's Indian Attack,84,2014
White,2775,Georg Meier,2632,Draw,                                                                                                              King's Indian Attack,90,2014
White,2789,Levon Aronian,2812,Win,                                                                                                              Trompowsky Attack,33,2014
White,2775,Anish Giri,2768,Draw,                                                                                                              Ruy López Opening,33,2014
White,2775,Anish Giri,2768,Win,                                                                                                              Slav Defense,29,2014
White,2764,Fabiano Caruana,2844,Draw,                                                                                                              Nimzo-Indian Defense,65,2014
White,2775,Alexander Goloshchapov,2586,Win,                                                                                                              French Defense,33,2014
White,2789,Fabiano Caruana,2782,Draw,                                                                                                              Grünfeld Defense,67,2014
White,2775,Evgeny Tomashevsky,2695,Win,                                                                                                              Slav Defense,37,2014
White,2775,Viswanathan Anand,2793,Win,                                                                                                              Indian Game,26,2014
White,2789,Arkadij Naiditsch,2718,Win,                                                                                                              Nimzo-Indian Defense,65,2014
White,2764,Fabiano Caruana,2844,Draw,                                                                                                              Queen's Gambit Declined,50,2014
White,2787,Maxime Vachier-Lagrave,2768,Draw,                                                                                                              Sicilian Defense,47,2014
White,2767,Levon Aronian,2797,Win,                                                                                                              Grünfeld Defense,40,2014
White,2775,Jonathan Hawkins,2552,Win,                                                                                                              Trompowsky Attack,15,2014
White,2767,Levon Aronian,2797,Win,                                                                                                              Indian Game,53,2014
White,2775,Anish Giri,2768,Win,                                                                                                              Queen's Pawn Opening,83,2014
White,2775,Boris Savchenko,2581,Win,                                                                                                              French Defense,87,2014
White,2767,Levon Aronian,2797,Draw,                                                                                                              Grünfeld Defense,32,2014
White,2764,Peter Svidler,2732,Draw,                                                                                                              Ruy López Opening,32,2014
White,2775,Michael Adams,2745,Win,                                                                                                              King's Indian Attack,31,2014
White,2789,Boris Gelfand,2777,Draw,                                                                                                              English Opening,59,2014
White,2775,Yuriy Kryvoruchko,2707,Win,                                                                                                              Bird's Opening,39,2014
White,2789,Fabiano Caruana,2782,Draw,                                                                                                              King's Indian Defense,61,2014
White,2787,Arkadij Naiditsch,2709,Draw,                                                                                                              Queen's Gambit Declined,51,2014
White,2775,Aleksey Dreev,2667,Win,                                                                                                              Nimzowitsch-Larsen Attack,53,2014
White,2782,Martijn Dambacher,2497,Win,                                                                                                              Bishop's Opening,41,2014
White,2787,Magnus Carlsen,2877,Draw,                                                                                                              Ruy López Opening,32,2014
White,2789,Boris Gelfand,2777,Draw,                                                                                                              Sicilian Defense,21,2014
White,2764,Baadur Jobava,2717,Win,                                                                                                              Queen's Pawn Opening,34,2014
White,2776,Levon Aronian,2826,Win,                                                                                                              Nimzowitsch-Larsen Attack,78,2014
White,2775,Theodore Slade,1869,Win,                                                                                                              Nimzowitsch-Larsen Attack,51,2014
White,2789,Magnus Carlsen,2872,Loss,                                                                                                              Nimzo-Indian Defense,61,2014
White,2775,Vladimir Onischuk,2594,Win,                                                                                                              Pirc Defense,63,2014
White,2775,Vladimir Fedoseev,2662,Draw,                                                                                                              Bird's Opening,81,2014
White,2787,Veselin Topalov,2772,Loss,                                                                                                              Ruy López Opening,57,2014
White,2789,Sergey Karjakin,2759,Draw,                                                                                                              Nimzo-Indian Defense,24,2014
White,2764,Sergey Karjakin,2767,Loss,                                                                                                              Richter-Veresov Attack,60,2014
White,2764,Dmitry Jakovenko,2747,Draw,                                                                                                              Queen's Gambit Declined,34,2014
White,2787,Levon Aronian,2805,Draw,                                                                                                              Ruy López Opening,45,2014
White,2775,Lu Shanglei,2546,Win,                                                                                                              Réti Opening,42,2014
White,2787,Axel Bachmann,2644,Draw,                                                                                                              Sicilian Defense,46,2014
White,2775,Pentala Harikrishna,2726,Draw,                                                                                                              Queen's Gambit Declined,71,2014
White,2782,Leinier Dominguez Perez,2755,Draw,                                                                                                              Scotch Game,38,2014
White,2767,Levon Aronian,2797,Win,                                                                                                              Trompowsky Attack,65,2014
White,2767,Levon Aronian,2797,Draw,                                                                                                              Trompowsky Attack,60,2014
White,2789,Loek van Wely,2672,Loss,                                                                                                              Sicilian Defense,52,2014
White,2767,Levon Aronian,2797,Win,                                                                                                              Trompowsky Attack,37,2014
White,2767,Levon Aronian,2797,Draw,                                                                                                              Indian Game,68,2014
White,2775,Viswanathan Anand,2785,Win,                                                                                                              Nimzowitsch-Larsen Attack,44,2014
White,2767,Levon Aronian,2797,Win,                                                                                                              Semi-Slav Defense Accepted,29,2014
White,2775,Laurent Fressinet,2717,Draw,                                                                                                              Queen's Pawn Opening,29,2014
White,2772,Sergey Karjakin,2772,Draw,                                                                                                              English Opening,49,2014
White,2772,Teimour Radjabov,2713,Draw,                                                                                                              Ruy López Opening,77,2014
White,2764,Rustam Kasimdzhanov,2706,Win,                                                                                                              Ruy López Opening,24,2014
White,2775,Viswanathan Anand,2793,Draw,                                                                                                              Giuoco Piano Game,36,2014
White,2787,Anish Giri,2745,Draw,                                                                                                              Sicilian Defense,16,2014
White,2787,Rustam Kasimdzhanov,2700,Win,                                                                                                              Ruy López Opening,42,2014
White,2772,Fabiano Caruana,2783,Draw,                                                                                                              English Opening,61,2014
White,2764,Boris Gelfand,2748,Win,                                                                                                              Sicilian Defense,97,2014
White,2787,Fernando Peralta,2574,Win,                                                                                                              Nimzowitsch-Larsen Attack,32,2014
White,2775,Aaron P Summerscale,2416,Win,                                                                                                              Slav Defense,58,2014
White,2775,Michael Adams,2745,Win,                                                                                                              Queen's Gambit Declined,40,2014
White,2775,Judit Polgar,2685,Win,                                                                                                              Trompowsky Attack,40,2014
White,2775,Ian Nepomniachtchi,2730,Draw,                                                                                                              Indian Game,41,2014
White,2775,Vladimir Kramnik,2769,Draw,                                                                                                              Nimzowitsch-Larsen Attack,53,2014
White,2772,Marco Codenotti,2362,Win,                                                                                                              Sicilian Defense,69,2014
White,2775,Gabriel Sargissian,2686,Draw,                                                                                                              Queen's Pawn Opening,55,2014
White,2775,Levon Aronian,2815,Win,                                                                                                              Trompowsky Attack,47,2014
White,2772,Magnus Carlsen,2881,Loss,                                                                                                              Nimzo-Indian Defense,52,2014
White,2764,Shakhriyar Mamedyarov,2764,Draw,                                                                                                              Slav Defense,31,2014
White,2775,Loek van Wely,2654,Win,                                                                                                              Sicilian Defense,68,2014
White,2764,Teimour Radjabov,2726,Draw,                                                                                                              Queen's Gambit Declined,30,2014
Black,2775,Vassily Ivanchuk,2755,Draw,                                                                                                              King's Indian Defense,38,2013
Black,2786,Judit Polgar,2693,Win,                                                                                                              Ruy López Opening,56,2013
Black,2772,Magnus Carlsen,2862,Draw,                                                                                                              King's Indian Defense,42,2013
Black,2786,Gawain C B Jones,2654,Draw,                                                                                                              Sicilian Defense,70,2013
Black,2775,Levon Aronian,2813,Loss,                                                                                                              Slav Defense,70,2013
Black,2784,Viswanathan Anand,2786,Draw,                                                                                                              Scandinavian Defense,53,2013
Black,2783,Dragan Solak,2611,Draw,                                                                                                              Sicilian Defense,42,2013
Black,2772,Levon Aronian,2813,Loss,                                                                                                              King's Indian Defense,61,2013
Black,2772,Eltaj Safarli,2660,Draw,                                                                                                              Ruy López Opening,42,2013
Black,2784,Sergey Karjakin,2782,Win,                                                                                                              Scandinavian Defense,36,2013
Black,2786,Levon Aronian,2801,Loss,                                                                                                              Queen's Gambit Declined,42,2013
Black,2775,Viswanathan Anand,2783,Win,                                                                                                              Ruy López Opening,39,2013
Black,2772,Deysi Cori Tello,2434,Win,                                                                                                              Bogo-Indian Defense,27,2013
Black,2769,Magnus Carlsen,2861,Loss,                                                                                                              Sicilian Defense,31,2013
White,2775,Wang Hao,2743,Win,                                                                                                              English Opening,47,2013
Black,2783,Fabiano Caruana,2779,Draw,                                                                                                              Ruy López Opening,91,2013
Black,2767,Peter Leko,2744,Draw,                                                                                                              French Defense,59,2013
Black,2767,Sergey Karjakin,2786,Draw,                                                                                                              French Defense,107,2013
Black,2775,Teimour Radjabov,2745,Draw,                                                                                                              Modern Defense,71,2013
Black,2775,Alexander Grischuk,2779,Loss,                                                                                                              Ruy López Opening,121,2013
Black,2772,Gata Kamsky,2741,Draw,                                                                                                              Sicilian Defense,34,2013
Black,2767,Rustam Kasimdzhanov,2709,Win,                                                                                                              Ruy López Opening,41,2013
Black,2786,Boris Gelfand,2777,Draw,                                                                                                              Queen's Gambit Declined,25,2013
Black,2786,Boris Gelfand,2777,Draw,                                                                                                              King's Indian Defense,62,2013
White,2772,Evgeny Tomashevsky,2703,Draw,                                                                                                              Queen's Gambit Declined,30,2013
White,2786,Nigel D Short,2683,Draw,                                                                                                              Nimzowitsch-Larsen Attack,48,2013
White,2772,Ruslan Ponomariov,2756,Draw,                                                                                                              Nimzo-Indian Defense,47,2013
White,2775,Veselin Topalov,2793,Win,                                                                                                              English Opening,39,2013
Black,2775,Gata Kamsky,2741,Loss,                                                                                                              French Defense,50,2013
White,2772,Deysi Cori Tello,2434,Win,                                                                                                              Grünfeld Defense,88,2013
Black,2769,Fabiano Caruana,2781,Win,                                                                                                              Benoni Defense,61,2013
Black,2769,Peter Leko,2735,Draw,                                                                                                              Ruy López Opening,29,2013
Black,2784,Vladimir Kramnik,2803,Loss,                                                                                                              English Opening,33,2013
Black,2784,Boris Gelfand,2755,Draw,                                                                                                              Dutch Defense,55,2013
Black,2772,Wang Hao,2736,Draw,                                                                                                              King's Indian Attack,37,2013
White,2775,Teimour Radjabov,2745,Win,                                                                                                              Sicilian Defense,41,2013
Black,2786,Rauf Mamedov,2647,Draw,                                                                                                              Sicilian Defense,114,2013
Black,2784,Viswanathan Anand,2786,Win,                                                                                                              Ruy López Opening,45,2013
Black,2769,Viswanathan Anand,2772,Draw,                                                                                                              French Defense,28,2013
Black,2775,Jon Ludvig Hammer,2608,Win,                                                                                                              Slav Defense,33,2013
Black,2783,Peter Svidler,2740,Win,                                                                                                              King's Indian Defense,29,2013
Black,2784,Vladimir Kramnik,2803,Win,                                                                                                              English Opening,59,2013
Black,2775,Sergey Karjakin,2767,Loss,                                                                                                              Sicilian Defense,59,2013
Black,2772,Anish Giri,2737,Draw,                                                                                                              Ruy López Opening,39,2013
Black,2775,Levon Aronian,2813,Win,                                                                                                              Indian Game,53,2013
Black,2772,Baskaran Adhiban,2567,Win,                                                                                                              Ruy López Opening,42,2013
Black,2772,Alexander Grischuk,2785,Draw,                                                                                                              Queen's Pawn Opening,42,2013
Black,2772,Leinier Dominguez Perez,2757,Draw,                                                                                                              Ruy López Opening,44,2013
Black,2786,Vassily Ivanchuk,2731,Draw,                                                                                                              Four Knights Game,40,2013
Black,2769,Wang Hao,2752,Win,                                                                                                              Slav Defense,38,2013
Black,2783,Berge Ostenstad,2465,Win,                                                                                                              King's Indian Defense,42,2013
Black,2784,Fabiano Caruana,2774,Win,                                                                                                              Sicilian Defense,39,2013
Black,2775,Leinier Dominguez Perez,2723,Draw,                                                                                                              Scandinavian Defense,80,2013
Black,2769,Loek van Wely,2679,Draw,                                                                                                              Bogo-Indian Defense,67,2013
Black,2784,Magnus Carlsen,2864,Loss,                                                                                                              English Opening,47,2013
Black,2784,Romain Edouard,2666,Win,                                                                                                              Dutch Defense,35,2013
Black,2784,Alexandra Kosteniuk,2489,Win,                                                                                                              Ruy López Opening,26,2013
Black,2784,Romain Edouard,2666,Draw,                                                                                                              Queen's Gambit Declined,49,2013
Black,2772,Anton Korobov,2720,Loss,                                                                                                              Queen's Gambit Declined,47,2013
Black,2769,Hou Yifan,2603,Win,                                                                                                              Sicilian Defense,48,2013
Black,2772,Vassily Ivanchuk,2731,Win,                                                                                                              Ruy López Opening,55,2013
Black,2784,Etienne Bacrot,2725,Win,                                                                                                              Queen's Gambit Declined,34,2013
Black,2784,Magnus Carlsen,2864,Draw,                                                                                                              Torre Attack,67,2013
Black,2784,Vladimir Kramnik,2803,Draw,                                                                                                              English Opening,55,2013
White,2775,Fabiano Caruana,2774,Draw,                                                                                                              Grünfeld Defense,84,2013
White,2772,Baskaran Adhiban,2567,Win,                                                                                                              King's Indian Defense,40,2013
White,2784,Dmitry Andreikin,2713,Draw,                                                                                                              Queen's Indian Defense,23,2013
White,2767,Anish Giri,2727,Draw,                                                                                                              Bogo-Indian Defense,71,2013
White,2786,Gawain C B Jones,2654,Win,                                                                                                              Nimzowitsch-Larsen Attack,84,2013
White,2786,Boris Gelfand,2777,Draw,                                                                                                              Nimzowitsch-Larsen Attack,78,2013
White,2775,Peter Svidler,2769,Win,                                                                                                              English Opening,56,2013
White,2772,Gata Kamsky,2741,Win,                                                                                                              Sicilian Defense,42,2013
White,2769,Pentala Harikrishna,2698,Draw,                                                                                                              King's Fianchetto Opening,66,2013
White,2775,Sergey Karjakin,2767,Loss,                                                                                                              English Opening,32,2013
White,2775,Wang Hao,2743,Win,                                                                                                              Petrov's Defense,42,2013
Black,2767,Ruslan Ponomariov,2733,Draw,                                                                                                              Sicilian Defense,83,2013
White,2775,Jon Ludvig Hammer,2608,Win,                                                                                                              English Opening,37,2013
White,2769,Levon Aronian,2802,Loss,                                                                                                              Slav Defense,48,2013
White,2767,Gata Kamsky,2741,Draw,                                                                                                              Slav Defense,70,2013
White,2775,Veselin Topalov,2793,Draw,                                                                                                              Sicilian Defense,38,2013
White,2775,Etienne Bacrot,2725,Draw,                                                                                                              Bishop's Opening,73,2013
White,2767,Teimour Radjabov,2793,Draw,                                                                                                              Sicilian Defense,54,2013
White,2784,Dmitry Andreikin,2713,Win,                                                                                                              Trompowsky Attack,42,2013
White,2786,Judit Polgar,2693,Draw,                                                                                                              Trompowsky Attack,52,2013
White,2775,Viswanathan Anand,2783,Win,                                                                                                              English Opening,54,2013
White,2786,Boris Gelfand,2777,Win,                                                                                                              Grünfeld Defense,36,2013
White,2769,Ivan Sokolov,2663,Draw,                                                                                                              English Opening,90,2013
White,2775,Peter Svidler,2769,Draw,                                                                                                              Ponziani Opening,31,2013
White,2786,Vladimir Kramnik,2793,Win,                                                                                                              Queen's Gambit Declined,66,2013
White,2786,Chao Li b,2679,Win,                                                                                                              English Opening,39,2013
White,2767,Alexander Morozevich,2758,Win,                                                                                                              King's Indian Defense,34,2013
Black,2767,Veselin Topalov,2771,Loss,                                                                                                              Ruy López Opening,72,2013
Black,2775,Peter Svidler,2769,Draw,                                                                                                              English Opening,43,2013
Black,2775,Rustam Kasimdzhanov,2699,Loss,                                                                                                              Benoni Defense,69,2013
Black,2775,Magnus Carlsen,2868,Loss,                                                                                                              King's Fianchetto Opening,62,2013
Black,2786,Vladimir Kramnik,2793,Draw,                                                                                                              English Opening,65,2013
Black,2775,Alexander Morozevich,2760,Draw,                                                                                                              Sicilian Defense,38,2013
White,2772,Magnus Carlsen,2862,Draw,                                                                                                              Ruy López Opening,32,2013
White,2769,Anish Giri,2720,Draw,                                                                                                              Sicilian Defense,42,2013
White,2784,Sergey Karjakin,2782,Win,                                                                                                              Grünfeld Defense,52,2013
White,2772,Laurent Fressinet,2708,Draw,                                                                                                              Ruy López Opening,31,2013
White,2772,Etienne Bacrot,2723,Win,                                                                                                              Queen's Gambit Declined,35,2013
White,2769,Sergey Karjakin,2780,Draw,                                                                                                              Queen's Indian Defense,50,2013
White,2786,Georg Meier,2623,Win,                                                                                                              Queen's Gambit Declined,87,2013
White,2784,Shakhriyar Mamedyarov,2753,Loss,                                                                                                              Queen's Gambit Declined,31,2013
White,2784,Romain Edouard,2666,Win,                                                                                                              French Defense,33,2013
White,2784,Alexander Morozevich,2760,Loss,                                                                                                              Queen's Gambit Declined,49,2013
White,2784,Alexander Morozevich,2760,Win,                                                                                                              Réti Opening,41,2013
White,2784,Romain Edouard,2666,Draw,                                                                                                              French Defense,89,2013
White,2772,Boris Gelfand,2764,Loss,                                                                                                              Sicilian Defense,41,2013
White,2784,Alexandra Kosteniuk,2489,Win,                                                                                                              Caro-Kann Defense,54,2013
White,2772,Eltaj Safarli,2660,Win,                                                                                                              King's Indian Defense,36,2013
White,2783,Danny Raznikov,2486,Draw,                                                                                                              King's Fianchetto Opening,76,2013
White,2783,Ioannis Papaioannou,2633,Draw,                                                                                                              Sicilian Defense,35,2013
White,2784,Etienne Bacrot,2725,Win,                                                                                                              Sicilian Defense,57,2013
White,2769,Erwin l'Ami,2627,Draw,                                                                                                              Caro-Kann Defense,41,2013
White,2775,Magnus Carlsen,2868,Draw,                                                                                                              Bishop's Opening,38,2013
White,2767,Fabiano Caruana,2772,Draw,                                                                                                              Slav Defense,57,2013
White,2784,Boris Gelfand,2755,Loss,                                                                                                              Sicilian Defense,45,2013
White,2784,Vladimir Kramnik,2803,Draw,                                                                                                              Richter-Veresov Attack,51,2013
